global_index,lex_topic_0,lex_topic_1,lex_topic_2,lex_topic_3,lex_topic_4,lex_topic_5,lex_topic_6,lex_topic_7
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.02564102564102564,0.017094017094017096,0.0,0.0,0.017094017094017096,0.008547008547008548,0.02564102564102564,0.0
88,0.015590200445434299,0.015590200445434299,0.0,0.013363028953229399,0.017817371937639197,0.004454342984409799,0.0200445434298441,0.0022271714922048997
89,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0
90,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0
91,0.027472527472527472,0.016483516483516484,0.005494505494505495,0.02197802197802198,0.01098901098901099,0.027472527472527472,0.01098901098901099,0.01098901098901099
92,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
93,0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.009345794392523364,0.009345794392523364,0.009345794392523364
94,0.022727272727272728,0.022727272727272728,0.0,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.0,0.045454545454545456
95,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
96,0.01015228426395939,0.01015228426395939,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.030456852791878174,0.030456852791878174,0.005076142131979695
97,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.02
98,0.009009009009009009,0.018018018018018018,0.0,0.02702702702702703,0.02702702702702703,0.009009009009009009,0.0,0.02702702702702703
99,0.006944444444444444,0.006944444444444444,0.005208333333333333,0.015625,0.006944444444444444,0.003472222222222222,0.010416666666666666,0.005208333333333333
100,0.01907356948228883,0.010899182561307902,0.0027247956403269754,0.01907356948228883,0.02452316076294278,0.005449591280653951,0.0,0.01634877384196185
101,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
102,0.024883359253499222,0.02177293934681182,0.007776049766718507,0.003110419906687403,0.024883359253499222,0.00933125972006221,0.017107309486780714,0.007776049766718507
103,0.031746031746031744,0.009523809523809525,0.0031746031746031746,0.0,0.031746031746031744,0.009523809523809525,0.015873015873015872,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.025,0.0,0.05,0.0,0.0
106,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0
107,0.03188405797101449,0.008695652173913044,0.002898550724637681,0.005797101449275362,0.02608695652173913,0.002898550724637681,0.017391304347826087,0.0
108,0.02881844380403458,0.008645533141210375,0.0,0.0,0.025936599423631124,0.011527377521613832,0.02881844380403458,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0
111,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0
112,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.07547169811320754,0.02830188679245283,0.009433962264150943,0.05660377358490566,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.009433962264150943
118,0.0196078431372549,0.01715686274509804,0.007352941176470588,0.014705882352941176,0.0196078431372549,0.022058823529411766,0.014705882352941176,0.01715686274509804
119,0.019801980198019802,0.017326732673267328,0.007425742574257425,0.01485148514851485,0.019801980198019802,0.022277227722772276,0.01485148514851485,0.017326732673267328
120,0.05128205128205128,0.038461538461538464,0.0,0.02564102564102564,0.05128205128205128,0.01282051282051282,0.0,0.02564102564102564
121,0.04950495049504951,0.0297029702970297,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.009900990099009901,0.019801980198019802,0.01485148514851485
122,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.005277044854881266,0.005277044854881266,0.005277044854881266,0.023746701846965697,0.0,0.036939313984168866,0.005277044854881266,0.013192612137203167
124,0.0,0.0,0.009900990099009901,0.0297029702970297,0.0,0.019801980198019802,0.0,0.019801980198019802
125,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456
126,0.001303780964797914,0.005215123859191656,0.002607561929595828,0.005215123859191656,0.005215123859191656,0.010430247718383311,0.003911342894393742,0.009126466753585397
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.037037037037037035,0.0,0.06481481481481481,0.018518518518518517,0.009259259259259259,0.027777777777777776,0.027777777777777776,0.018518518518518517
129,0.008849557522123894,0.017699115044247787,0.02654867256637168,0.02654867256637168,0.008849557522123894,0.02654867256637168,0.017699115044247787,0.02654867256637168
130,0.02092675635276532,0.01943198804185351,0.005979073243647235,0.01195814648729447,0.013452914798206279,0.007473841554559043,0.008968609865470852,0.008968609865470852
131,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304
132,0.0,0.0,0.0,0.042105263157894736,0.0,0.021052631578947368,0.0,0.021052631578947368
133,0.004484304932735426,0.007473841554559043,0.0029895366218236174,0.01195814648729447,0.014947683109118086,0.017937219730941704,0.005979073243647235,0.007473841554559043
134,0.0,0.0,0.0,0.0,0.02127659574468085,0.0425531914893617,0.0,0.0
135,0.01680672268907563,0.01680672268907563,0.0,0.025210084033613446,0.008403361344537815,0.04201680672268908,0.0,0.025210084033613446
136,0.02631578947368421,0.008771929824561403,0.0,0.008771929824561403,0.0,0.008771929824561403,0.0,0.0
137,0.006211180124223602,0.0,0.0,0.003105590062111801,0.003105590062111801,0.018633540372670808,0.006211180124223602,0.0
138,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0
139,0.00984102952308857,0.010598031794095382,0.018925056775170326,0.008327024981074944,0.006056018168054504,0.00757002271006813,0.010598031794095382,0.009084027252081756
140,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333
141,0.0,0.008695652173913044,0.0,0.008695652173913044,0.0,0.008695652173913044,0.0,0.017391304347826087
142,0.017699115044247787,0.008849557522123894,0.0,0.008849557522123894,0.0,0.0,0.0,0.0
143,0.025,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.041666666666666664,0.008333333333333333,0.041666666666666664
144,0.0,0.0,0.0,0.009708737864077669,0.0,0.009708737864077669,0.0,0.009708737864077669
145,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.008169934640522876,0.008169934640522876,0.0032679738562091504,0.0032679738562091504,0.006535947712418301,0.008169934640522876,0.006535947712418301,0.0032679738562091504
148,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0
149,0.02058319039451115,0.012006861063464836,0.00686106346483705,0.00686106346483705,0.022298456260720412,0.010291595197255575,0.02058319039451115,0.008576329331046312
150,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0
151,0.04854368932038835,0.038834951456310676,0.009708737864077669,0.06796116504854369,0.009708737864077669,0.04854368932038835,0.009708737864077669,0.019417475728155338
152,0.008928571428571428,0.008928571428571428,0.0,0.03571428571428571,0.008928571428571428,0.0,0.008928571428571428,0.0
153,0.017391304347826087,0.02608695652173913,0.0,0.02608695652173913,0.008695652173913044,0.008695652173913044,0.017391304347826087,0.008695652173913044
154,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.022727272727272728,0.00909090909090909,0.00909090909090909,0.004545454545454545,0.00909090909090909
155,0.009708737864077669,0.0,0.0,0.019417475728155338,0.0,0.019417475728155338,0.0,0.009708737864077669
156,0.024390243902439025,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0
158,0.006109979633401222,0.006109979633401222,0.006109979633401222,0.004073319755600814,0.004073319755600814,0.012219959266802444,0.008146639511201629,0.008146639511201629
159,0.017326732673267328,0.009900990099009901,0.0049504950495049506,0.0297029702970297,0.012376237623762377,0.034653465346534656,0.0049504950495049506,0.03217821782178218
160,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0
161,0.011055276381909548,0.020100502512562814,0.0010050251256281408,0.009045226130653266,0.007035175879396985,0.007035175879396985,0.007035175879396985,0.016080402010050253
162,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0
163,0.009900990099009901,0.0,0.0,0.009900990099009901,0.0,0.0297029702970297,0.009900990099009901,0.009900990099009901
164,0.009302325581395349,0.009302325581395349,0.004651162790697674,0.01627906976744186,0.009302325581395349,0.004651162790697674,0.011627906976744186,0.0069767441860465115
165,0.009966777408637873,0.023255813953488372,0.013289036544850499,0.019933554817275746,0.013289036544850499,0.026578073089700997,0.009966777408637873,0.019933554817275746
166,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.010610079575596816,0.007957559681697613,0.005305039787798408,0.0,0.013262599469496022,0.0,0.002652519893899204
168,0.01,0.008,0.002,0.004,0.01,0.022,0.004,0.004
169,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.029411764705882353
170,0.030303030303030304,0.020202020202020204,0.0,0.010101010101010102,0.020202020202020204,0.010101010101010102,0.0,0.010101010101010102
171,0.050156739811912224,0.017241379310344827,0.0,0.009404388714733543,0.023510971786833857,0.0219435736677116,0.0109717868338558,0.0109717868338558
172,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0
173,0.008928571428571428,0.008928571428571428,0.0,0.017857142857142856,0.008928571428571428,0.026785714285714284,0.008928571428571428,0.017857142857142856
174,0.0,0.0,0.0,0.009523809523809525,0.01904761904761905,0.01904761904761905,0.009523809523809525,0.009523809523809525
175,0.008264462809917356,0.03305785123966942,0.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.01652892561983471,0.008264462809917356
176,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
177,0.006150061500615006,0.006150061500615006,0.01968019680196802,0.013530135301353014,0.00984009840098401,0.014760147601476014,0.008610086100861008,0.013530135301353014
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.030232558139534883,0.0069767441860465115,0.011627906976744186,0.009302325581395349,0.002325581395348837,0.0069767441860465115,0.0069767441860465115,0.009302325581395349
180,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025
181,0.009174311926605505,0.009174311926605505,0.0,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.0,0.009174311926605505
182,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0
183,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.0215311004784689,0.011961722488038277,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.007961783439490446,0.022292993630573247,0.0,0.007961783439490446,0.012738853503184714,0.006369426751592357,0.011146496815286623,0.006369426751592357
186,0.02631578947368421,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0
187,0.0,0.0,0.008130081300813009,0.008130081300813009,0.0,0.024390243902439025,0.0,0.008130081300813009
188,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0
189,0.0022624434389140274,0.01583710407239819,0.0022624434389140274,0.01809954751131222,0.0022624434389140274,0.013574660633484163,0.00904977375565611,0.011312217194570135
190,0.012437810945273632,0.015754560530679935,0.003316749585406302,0.01990049751243781,0.008291873963515755,0.028192371475953566,0.007462686567164179,0.03648424543946932
191,0.01201923076923077,0.008413461538461538,0.016826923076923076,0.01201923076923077,0.008413461538461538,0.019230769230769232,0.008413461538461538,0.014423076923076924
192,0.0045662100456621,0.0136986301369863,0.0030441400304414,0.015220700152207,0.0015220700152207,0.0334855403348554,0.015220700152207,0.0121765601217656
193,0.04716981132075472,0.018867924528301886,0.018867924528301886,0.009433962264150943,0.02830188679245283,0.0,0.03773584905660377,0.0
194,0.022727272727272728,0.028409090909090908,0.0,0.028409090909090908,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.017045454545454544
195,0.00667302192564347,0.00667302192564347,0.0,0.022878932316491896,0.0076263107721639654,0.030505243088655862,0.009532888465204958,0.019065776930409915
196,0.004991680532445923,0.004991680532445923,0.0033277870216306157,0.019966722129783693,0.008319467554076539,0.026622296173044926,0.0066555740432612314,0.004991680532445923
197,0.007326007326007326,0.007326007326007326,0.0,0.007326007326007326,0.0,0.007326007326007326,0.014652014652014652,0.01098901098901099
198,0.0038314176245210726,0.011494252873563218,0.0,0.04980842911877394,0.007662835249042145,0.04980842911877394,0.0038314176245210726,0.038314176245210725
199,0.0,0.0,0.043010752688172046,0.010752688172043012,0.0,0.03225806451612903,0.0,0.010752688172043012
200,0.0,0.0,0.0,0.030927835051546393,0.0,0.020618556701030927,0.0,0.010309278350515464
201,0.009615384615384616,0.0,0.009615384615384616,0.019230769230769232,0.0,0.028846153846153848,0.0,0.0
202,0.009615384615384616,0.0,0.028846153846153848,0.028846153846153848,0.009615384615384616,0.04807692307692308,0.0,0.028846153846153848
203,0.0,0.00228310502283105,0.0,0.02511415525114155,0.00228310502283105,0.02511415525114155,0.0,0.00228310502283105
204,0.00997506234413965,0.007481296758104738,0.0,0.0199501246882793,0.007481296758104738,0.029925187032418952,0.0024937655860349127,0.007481296758104738
205,0.01403180542563143,0.00841908325537886,0.0037418147801683817,0.019644527595884004,0.007483629560336763,0.01777362020579981,0.0037418147801683817,0.019644527595884004
206,0.008403361344537815,0.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0
207,0.0,0.0106951871657754,0.008021390374331552,0.0053475935828877,0.0,0.013368983957219251,0.0,0.00267379679144385
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0
