global_index,lex_topic_0,lex_topic_1,lex_topic_2,lex_topic_3,lex_topic_4,lex_topic_5,lex_topic_6,lex_topic_7,sim_topic_1,sim_topic_5,sim_topic_6,sim_topic_4,sim_topic_2,sim_topic_0,sim_topic_3,sim_topic_7,covered_topic_0,covered_topic_1,covered_topic_2,covered_topic_3,covered_topic_4,covered_topic_5,covered_topic_6,covered_topic_7
126,0.0013037809647979,0.0052151238591916,0.0026075619295958,0.0052151238591916,0.0052151238591916,0.0104302477183833,0.0039113428943937,0.0091264667535853,0.3591437339782715,0.3011253178119659,0.3314181566238403,0.3204478621482849,0.4125559329986572,0.3499675691127777,0.3960789740085602,0.3677465915679931,0,0,0,0,0,0,0,0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3156217932701111,0.2318595647811889,0.3279719948768616,0.2805372178554535,0.3847941756248474,0.2841174602508545,0.3342297673225403,0.3434385061264038,0,0,0,0,0,0,0,0
128,0.037037037037037,0.0,0.0648148148148148,0.0185185185185185,0.0092592592592592,0.0277777777777777,0.0277777777777777,0.0185185185185185,0.4046472907066345,0.4377006888389587,0.3426238596439361,0.3249283730983734,0.4423158168792724,0.3710867762565613,0.4429066181182861,0.3936334252357483,0,0,0,0,0,0,0,0
129,0.0088495575221238,0.0176991150442477,0.0265486725663716,0.0265486725663716,0.0088495575221238,0.0265486725663716,0.0176991150442477,0.0265486725663716,0.3957721590995788,0.4295228719711303,0.358305424451828,0.3980396389961242,0.4228629767894745,0.4295540750026703,0.4806970953941345,0.3788527846336365,0,0,0,0,0,0,0,0
130,0.0209267563527653,0.0194319880418535,0.0059790732436472,0.0119581464872944,0.0134529147982062,0.007473841554559,0.0089686098654708,0.0089686098654708,0.4530050158500671,0.4455183744430542,0.4037986099720001,0.4091206789016723,0.4882069230079651,0.4398995637893677,0.5069471597671509,0.4267462491989136,0,0,0,0,0,0,0,0
131,0.0303030303030303,0.0303030303030303,0.0,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0,0.0303030303030303,0.3399733304977417,0.3323808312416076,0.3158462643623352,0.3512211441993713,0.3618545234203338,0.3503022789955139,0.4044492244720459,0.3349412083625793,0,0,0,0,0,0,0,0
132,0.0,0.0,0.0,0.0421052631578947,0.0,0.0210526315789473,0.0,0.0210526315789473,0.3676003515720367,0.3524583578109741,0.3642135262489319,0.3662693202495575,0.3899120688438415,0.3953191637992859,0.4356083273887634,0.3683827221393585,0,0,0,0,0,0,0,0
133,0.0044843049327354,0.007473841554559,0.0029895366218236,0.0119581464872944,0.014947683109118,0.0179372197309417,0.0059790732436472,0.007473841554559,0.3265404105186462,0.300149917602539,0.2843274176120758,0.2926865220069885,0.3631082773208618,0.3194394111633301,0.3684518337249756,0.3213923871517181,0,0,0,0,0,0,0,0
134,0.0,0.0,0.0,0.0,0.0212765957446808,0.0425531914893617,0.0,0.0,0.3104359805583954,0.3024340271949768,0.2597942948341369,0.269815981388092,0.3318024575710296,0.3063785135746002,0.3552859425544739,0.2966950833797455,0,0,0,0,0,0,0,0
135,0.0168067226890756,0.0168067226890756,0.0,0.0252100840336134,0.0084033613445378,0.042016806722689,0.0,0.0252100840336134,0.4472405016422272,0.3855096697807312,0.3901284039020538,0.4061405658721924,0.4657573997974396,0.4590953290462494,0.4780415296554565,0.4882701933383941,0,0,0,0,0,0,0,0
136,0.0263157894736842,0.0087719298245614,0.0,0.0087719298245614,0.0,0.0087719298245614,0.0,0.0,0.3508341908454895,0.3543125987052917,0.283484399318695,0.2888730764389038,0.3358823359012604,0.3520316481590271,0.3958718776702881,0.3160740733146667,0,0,0,0,0,0,0,0
137,0.0062111801242236,0.0,0.0,0.0031055900621118,0.0031055900621118,0.0186335403726708,0.0062111801242236,0.0,0.2051269859075546,0.1432612836360931,0.1679862439632415,0.1419076323509216,0.2204154729843139,0.1868677735328674,0.2381503731012344,0.1183649003505706,0,0,0,0,0,0,0,0
138,0.0,0.0,0.0,0.0256410256410256,0.0,0.0512820512820512,0.0,0.0,0.3286235332489013,0.3352651000022888,0.2743217647075653,0.2771671414375305,0.3918424248695373,0.3272069692611694,0.3850836455821991,0.330771267414093,0,0,0,0,0,0,0,0
139,0.0098410295230885,0.0105980317940953,0.0189250567751703,0.0083270249810749,0.0060560181680545,0.0075700227100681,0.0105980317940953,0.0090840272520817,0.3579100370407104,0.349433422088623,0.356267511844635,0.3699146509170532,0.4190268218517303,0.3520888984203338,0.431812584400177,0.3721079528331756,0,0,0,0,0,0,0,0
140,0.0,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0333333333333333,0.3567067086696625,0.3124125599861145,0.3667663931846618,0.3488984107971191,0.3999954462051391,0.332019567489624,0.4225533008575439,0.3585574030876159,0,0,0,0,0,0,0,0
141,0.0,0.008695652173913,0.0,0.008695652173913,0.0,0.008695652173913,0.0,0.017391304347826,0.4082610011100769,0.4170249700546264,0.3683363795280456,0.4132490456104278,0.4250918924808502,0.4735469222068786,0.4816687107086181,0.4508216977119446,0,0,0,0,0,0,0,0
142,0.0176991150442477,0.0088495575221238,0.0,0.0088495575221238,0.0,0.0,0.0,0.0,0.3900940716266632,0.3952962756156921,0.3162853121757507,0.4008693099021911,0.3694493472576141,0.4450005292892456,0.4566208720207214,0.3997395038604736,0,0,0,0,0,0,0,0
143,0.025,0.0,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0416666666666666,0.0083333333333333,0.0416666666666666,0.6285375356674194,0.5417147874832153,0.6059306859970093,0.5414711833000183,0.6467753648757935,0.6232517957687378,0.6789311766624451,0.5569899082183838,1,1,1,1,0,0,1,1
144,0.0,0.0,0.0,0.0097087378640776,0.0,0.0097087378640776,0.0,0.0097087378640776,0.4062965810298919,0.3859272003173828,0.4000537991523742,0.4311030805110931,0.4502744674682617,0.4545283913612366,0.4875886440277099,0.4211924076080322,0,0,0,0,0,0,0,0
145,0.0,0.0098039215686274,0.0098039215686274,0.0,0.0,0.0,0.0098039215686274,0.0,0.4353911876678467,0.3579939007759094,0.4005739092826843,0.4370897710323334,0.4963449835777282,0.4507532715797424,0.4894196689128876,0.4639883637428283,0,0,0,0,0,0,0,0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513011395931244,0.2406587600708007,0.271915853023529,0.2568545341491699,0.3120482861995697,0.3290168046951294,0.3157570958137512,0.2959415316581726,0,0,0,0,0,0,0,0
147,0.0081699346405228,0.0081699346405228,0.0032679738562091,0.0032679738562091,0.0065359477124183,0.0081699346405228,0.0065359477124183,0.0032679738562091,0.3905298709869385,0.3845987915992737,0.324274331331253,0.3532471060752868,0.3874658346176147,0.3788219094276428,0.4595558047294616,0.3484613299369812,0,0,0,0,0,0,0,0
148,0.0256410256410256,0.0256410256410256,0.0,0.0256410256410256,0.0256410256410256,0.0,0.0,0.0,0.2278861552476883,0.2332600504159927,0.2485463172197342,0.2218151986598968,0.2909218072891235,0.2307808250188827,0.289183646440506,0.2261112034320831,0,0,0,0,0,0,0,0
149,0.0205831903945111,0.0120068610634648,0.006861063464837,0.006861063464837,0.0222984562607204,0.0102915951972555,0.0205831903945111,0.0085763293310463,0.3396967947483063,0.2777721881866455,0.355534017086029,0.327579915523529,0.4079810976982116,0.3623799681663513,0.3765550255775451,0.3796217143535614,0,0,0,0,0,0,0,0
150,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.3690403699874878,0.3515499234199524,0.3360764384269714,0.3509363234043121,0.419559121131897,0.3600046634674072,0.4106922149658203,0.3821805715560913,0,0,0,0,0,0,0,0
151,0.0485436893203883,0.0388349514563106,0.0097087378640776,0.0679611650485436,0.0097087378640776,0.0485436893203883,0.0097087378640776,0.0194174757281553,0.6554232835769653,0.5540268421173096,0.7132022380828857,0.6349955201148987,0.6797713041305542,0.6869488954544067,0.74399733543396,0.6246426105499268,1,1,1,1,1,1,1,1
152,0.0089285714285714,0.0089285714285714,0.0,0.0357142857142857,0.0089285714285714,0.0,0.0089285714285714,0.0,0.4989180266857147,0.4569248557090759,0.5393319129943848,0.4066691100597381,0.4843368828296661,0.4693113267421722,0.5241302251815796,0.4129394888877868,0,0,0,0,0,0,0,0
153,0.017391304347826,0.0260869565217391,0.0,0.0260869565217391,0.008695652173913,0.008695652173913,0.017391304347826,0.008695652173913,0.4547516405582428,0.4336695969104767,0.4275203347206116,0.4403647780418396,0.4560934901237488,0.4926340281963348,0.5086596012115479,0.4601682424545288,0,0,0,0,0,0,0,0
